date,Block,Row,Vine,variety,brix,ph,ta,spec_data
6/24/2021,A,R 3,V 46,Aglianico,4.9,2.45,10.53,1
6/24/2021,A,R 3,V 47,Aglianico,4.9,2.48,10.62,1
6/24/2021,RMI,R 30,V 7,Aglianico,5.1,2.46,11,1
6/24/2021,RMI,R 30,V 8 ,Aglianico,4.7,2.47,10.72,1
6/24/2021,A,R 2,V 22,Barbera,5.2,2.58,11.29,1
6/24/2021,A2,R 5,V 9,Barbera,4.7,2.53,11.03,1
6/24/2021,RMI,R 24,V 1,Barbera,5.4,2.53,12.34,1
6/24/2021,RMI,R 24,V 2,Barbera,5.1,2.48,12.46,1
6/24/2021,A,R 2,V 47,Cab. Sauv.,5.3,2.58,10.46,1
6/24/2021,A2,R 7,V 5,Cab. Sauv.,4.2,2.63,10.32,1
6/24/2021,RMI,R 14,V 1,Cab. Sauv.,4.9,2.62,10.75,1
6/24/2021,RMI,R 14,V 2,Cab. Sauv.,4.9,2.59,11,1
6/24/2021,A,R 2,V 1,Carignane,5,2.61,10.31,1
6/24/2021,A2,R 4,V 13,Carignane,4.5,2.58,10.26,1
6/24/2021,RMI,R 17,V 10,Carignane,4.6,2.56,10.6,1
6/24/2021,RMI,R 17,V 9,Carignane,4.5,2.52,10.7,1
6/24/2021,A,R 1,V 1,Chardonnay,5.3,2.74,8.83,1
6/24/2021,A2,R 1,V 1,Chardonnay,5,2.72,9.52,1
6/24/2021,RMI,R 12 ,V 5,Chardonnay,4.5,2.65,14.19,1
6/24/2021,RMI,R 12 ,V 6,Chardonnay,4.5,2.68,10.16,1
6/24/2021,A,R 3,V 34,Fiano,5.2,2.6,10.56,1
6/24/2021,A,R 3,V 35,Fiano,5.1,2.6,10.6,1
6/24/2021,RMI,R 27,V 10,Fiano,4.8,2.64,10.48,1
6/24/2021,RMI,R 27,V 9,Fiano,4.9,2.68,10.34,1
6/24/2021,A,R 3,V 5,Grenache Noir,5.2,2.67,10,1
6/24/2021,A2,R 8,V 11,Grenache Noir,4.8,2.58,9.55,1
6/24/2021,RMI,R 33,V 7,Grenache Noir,5.2,2.55,9.72,1
6/24/2021,RMI,R 33,V 8,Grenache Noir,5.2,2.66,9.08,1
6/24/2021,A,R 2,V 41,Merlot,5.1,2.43,10.23,1
6/24/2021,A2,R 6,V 1,Merlot,5.3,2.65,10.38,1
6/24/2021,RMI,R 15,V 3,Merlot,5,2.5,10.34,1
6/24/2021,RMI,R 15,V 4,Merlot,5,2.45,10.41,1
6/24/2021,A,R 3,V 43,Montepulciano,4.3,2.5,10.31,1
6/24/2021,A2,R 10,V 11,Montepulciano,4.4,2.5,10.56,1
6/24/2021,RMI,R 31,V 3,Montepulciano,4.5,2.43,10.58,1
6/24/2021,RMI,R 31,V 4,Montepulciano,4.5,2.51,10.39,1
6/24/2021,A2,R 8,V 14,Mourvedre,4.7,2.44,10.45,1
6/24/2021,A2,R 8,V 15,Mourvedre,4.7,2.41,10.46,1
6/24/2021,RMI,R 34,V 3,Mourvedre,5.4,2.4,11,1
6/24/2021,RMI,R 34,V 4,Mourvedre,5.2,2.36,10.15,1
6/24/2021,A,R 3,V 50,Nebbiolo,4.9,2.35,11.72,1
6/24/2021,A2,R 10,V 5,Nebbiolo,5.4,2.4,12.1,1
6/24/2021,RMI,R 25,V 10,Nebbiolo,4.8,2.36,11.52,1
6/24/2021,RMI,R 25,V 9,Nebbiolo,5,2.39,11.43,1
6/24/2021,A,R 2,V 55,Pinot noir,5.3,2.51,11.26,1
6/24/2021,A2,R 7,V 11,Pinot noir,5.1,2.44,11.19,1
6/24/2021,RMI,R 13,V 7,Pinot noir,4.7,2.48,10.71,1
6/24/2021,RMI,R 13,V 8,Pinot noir,4.5,2.52,10.19,1
6/24/2021,RMI,R 20,V 10,Riesling,4.8,2.54,12.94,1
6/24/2021,RMI,R 20,V 9,Riesling,4.9,2.46,10.32,1
6/24/2021,A2 ,R 2,V 13,Riesling,5.1,2.58,11.36,1
6/24/2021,A,R 1,V 25,Riesling,5.5,2.55,12.22,1
6/24/2021,RMI,R 28,V 10,Sagrantino,5.2,2.48,11.27,1
6/24/2021,RMI,R 28,V 9,Sagrantino,5,2.52,10.52,1
6/24/2021,A,R 2,V 16,Sangiovese,5.7,2.44,13.47,1
6/24/2021,A,R 2,V 17,Sangiovese,5.7,2.35,11.11,1
6/24/2021,RMI,R 26,V 5,Sangiovese,5.8,2.4,13.46,1
6/24/2021,RMI,R 26,V 6,Sangiovese,5.8,2.31,12.85,1
6/24/2021,A,R 1,V 13,Sauv. blanc,5.3,2.61,11.82,1
6/24/2021,A2,R 1,V 15,Sauv. blanc,5.7,2.61,13,1
6/24/2021,RMI,R 16,V 1,Sauv. blanc,5.6,2.48,11.16,1
6/24/2021,RMI,R 16,V 2,Sauv. blanc,5.4,2.64,12.2,1
6/24/2021,A,R 2,V 25,Syrah,5.8,2.52,12.87,1
6/24/2021,A2,R 5,V 15,Syrah,4.6,2.6,12.11,1
6/24/2021,RMI,R 19,V 10,Syrah,4.4,2.56,12.58,1
6/24/2021,RMI,R 19,V 9,Syrah,4.5,2.44,10.51,1
6/24/2021,A,R 3,V 13,Tempranillo,5.3,2.54,10.15,1
6/24/2021,A2,R 8,V 1,Tempranillo,5.8,2.71,9.8,1
6/24/2021,RMI,R 35,V 3,Tempranillo,5.6,2.49,10.39,1
6/24/2021,RMI,R 35,V 4,Tempranillo,5.5,2.54,12.57,1
6/24/2021,RMI,R 37,V 7,Tinta Cao,5.3,2.45,10.51,1
6/24/2021,RMI,R 37,V 8,Tinta Cao,5.1,2.56,12.17,1
6/24/2021,RMI,R 38,V 5,Touriga Nacional,5,2.52,13.13,1
6/24/2021,RMI,R 38,V 6,Touriga Nacional,4.8,2.56,12.62,1
6/24/2021,A,R 3,V 29,Verdelho,6.2,2.49,11.23,1
6/24/2021,RMI,R 38,V 7,Verdelho,5.4,2.48,12.41,1
6/24/2021,A2,R 9,V 11,Vermentino,6.3,2.47,13.53,1
6/24/2021,A2,R 9,V 12,Vermentino,6.3,2.71,13.12,1
6/24/2021,A,R 2,V 7,Zinfandel,5.5,2.5,11.61,1
6/24/2021,A2,R 4,V 9,Zinfandel,5.3,2.65,12.92,1
6/24/2021,RMI,R 32,V 3,Zinfandel,5.7,2.48,13.23,1
6/24/2021,RMI,R 32,V 4,Zinfandel,5.5,2.54,13.73,1
7/15/2021,A,R 3,V 46,Aglianico,5.8,2.4,10.01,1
7/15/2021,A,R 3,V 47,Aglianico,5.9,2.4,10.17,1
7/15/2021,RMI,R 30,V 7,Aglianico,5.8,2.35,10.21,1
7/15/2021,RMI,R 30,V 8,Aglianico,5.6,2.29,10.71,1
7/15/2021,A,R 2,V 22,Barbera,9.9,2.62,9.1,1
7/15/2021,A2,R 5,V 9,Barbera,12.9,2.64,6.73,1
7/15/2021,RMI,R 24,V 1,Barbera,9.2,2.56,9.22,1
7/15/2021,RMI,R 24,V 2,Barbera,9,2.47,10.8,1
7/15/2021,A,R 2,V 47,Cab. Sauv.,10.5,2.66,7.5,1
7/15/2021,A2,R 7,V 5,Cab. Sauv.,9.9,2.62,7.4,1
7/15/2021,RMI,R 14,V 1,Cab. Sauv.,11.1,2.93,7.38,1
7/15/2021,RMI,R 14,V 2,Cab. Sauv.,11.9,2.65,6.98,1
7/15/2021,A,R 2,V 1,Carignane,9.8,2.68,7.49,1
7/15/2021,A2,R 4,V 13,Carignane,15.2,2.85,3.75,1
7/15/2021,RMI,R 17,V 9,Carignane,14.6,3.05,4.89,1
7/15/2021,RMI,R 17,V 10,Carignane,14.8,2.98,3.12,1
7/15/2021,A,R 1,V 1,Chardonnay,15.7,3.05,3.63,1
7/15/2021,A2,R 1,V 1,Chardonnay,13.6,2.94,3.8,1
7/15/2021,RMI,R 12,V 5,Chardonnay,12.2,2.76,5.13,1
7/15/2021,RMI,R 12,V 6,Chardonnay,10.9,2.81,4.83,1
7/15/2021,A,R 3,V 34,Fiano,13.1,2.64,6.24,1
7/15/2021,A,R 3,V 35,Fiano,13.3,2.67,6.34,1
7/15/2021,RMI,R 27,V 9,Fiano,12.6,2.67,6.89,1
7/15/2021,RMI,R 27,V 10,Fiano,13.2,2.72,6.29,1
7/15/2021,A,R 3,V 5,Grenache Noir,8.8,2.68,6.87,1
7/15/2021,A2,R 8,V 11,Grenache Noir,11.6,2.59,5.8,1
7/15/2021,RMI,R 33,V 7,Grenache Noir,8.5,2.65,7.31,1
7/15/2021,RMI,R 33,V 8,Grenache Noir,12.1,2.53,5.13,1
7/15/2021,A,R 2,V 41,Merlot,9.2,2.73,5.4,1
7/15/2021,A2,R 6,V 1,Merlot,15.2,3.01,3.86,1
7/15/2021,RMI,R 15,V 3,Merlot,14,2.92,3.91,1
7/15/2021,RMI,R 15,V 4,Merlot,13.7,3.06,3.63,1
7/15/2021,A,R 3,V 43,Montepulciano,5.6,2.48,8.84,1
7/15/2021,A2,R 10,V 11,Montepulciano,5.7,2.51,8.54,1
7/15/2021,RMI,R 31,V 3,Montepulciano,5.6,2.46,9.37,1
7/15/2021,RMI,R 31,V 4,Montepulciano,5.7,2.51,9.31,1
7/15/2021,A2,R 8,V 14,Mourvedre,9,2.64,10.72,1
7/15/2021,A2,R 8,V 15,Mourvedre,9.8,2.66,7.13,1
7/15/2021,RMI,R 34,V 3,Mourvedre,11.1,2.7,9.41,1
7/15/2021,RMI,R 34,V 4,Mourvedre,10.1,2.61,6.76,1
7/15/2021,A,R 3,V 50,Nebbiolo,6.8,2.44,10.24,1
7/15/2021,A2,R 10,V 5,Nebbiolo,9.1,2.55,8.51,1
7/15/2021,RMI,R 25,V 9,Nebbiolo,5.8,2.4,16.34,1
7/15/2021,RMI,R 25,V 10,Nebbiolo,7,2.39,10.64,1
7/15/2021,A,R 2,V 55,Pinot noir,9,2.74,7.17,1
7/15/2021,A2,R 7,V 11,Pinot noir,13.4,2.84,4.06,1
7/15/2021,RMI,R 13,V 7,Pinot noir,14.2,2.91,3.73,1
7/15/2021,RMI,R 13,V 8,Pinot noir,11.4,2.8,4.63,1
7/15/2021,A,R 1,V 25,Riesling,8.7,2.65,7.35,1
7/15/2021,A2,R 2,V 13,Riesling,9.5,2.59,7.29,1
7/15/2021,RMI,R 20,V 9,Riesling,9.2,2.63,7.42,1
7/15/2021,RMI,R 20,V 10,Riesling,9.9,2.6,7.6,1
7/15/2021,RMI,R 28,V 9,Sagrantino,8.8,2.54,8.91,1
7/15/2021,RMI,R 28,V 10,Sagrantino,12.2,2.54,7.38,1
7/15/2021,A,R 2,V 16,Sangiovese,14.4,2.79,4.38,1
7/15/2021,A,R 2,V 17,Sangiovese,13,2.73,4.97,1
7/15/2021,RMI,R 26,V 5,Sangiovese,13.3,2.66,4.88,1
7/15/2021,RMI,R 26,V 6,Sangiovese,13.3,2.65,5.32,1
7/15/2021,A,R 1,V 13,Sauv. blanc,18.5,2.96,4.52,1
7/15/2021,A2,R 1,V 15,Sauv. blanc,20.4,2.98,3.33,1
7/15/2021,RMI,R 16,V 1,Sauv. blanc,17.3,2.82,5.24,1
7/15/2021,RMI,R 16,V 2,Sauv. blanc,16.2,2.86,4.07,1
7/15/2021,A,R 2,V 25,Syrah,13.5,2.84,4.52,1
7/15/2021,A2,R 5,V 15,Syrah,13.7,2.81,4.89,1
7/15/2021,RMI,R 19,V 9,Syrah,13.3,2.71,4.51,1
7/15/2021,RMI,R 19,V 10,Syrah,14.5,2.79,4.53,1
7/15/2021,A,R 3,V 14,Tempranillo,19.2,3.26,2.04,1
7/15/2021,A2,R 8,V 1,Tempranillo,16.5,3.12,4.37,1
7/15/2021,RMI,R 35,V 3,Tempranillo,15.9,3,2.73,1
7/15/2021,RMI,R 35,V 4,Tempranillo,15.7,2.95,2.82,1
7/15/2021,RMI,R 37,V 7,Tinta Cao,8.1,2.71,8.28,1
7/15/2021,RMI,R 37,V 8,Tinta Cao,7.6,2.69,8.65,1
7/15/2021,RMI,R 38,V 5,Touriga Nacional,12,2.66,5.83,1
7/15/2021,RMI,R 38,V 6,Touriga Nacional,11.1,2.67,6.09,1
7/15/2021,A,R 3,V 29,Verdelho,18,2.99,3.58,1
7/15/2021,RMI,R 38,V 7,Verdelho,15.4,2.7,5.39,1
7/15/2021,A2,R 9,V 11,Vermentino,20.4,2.97,4.55,1
7/15/2021,A2,R 9,V 12,Vermentino,20,2.96,3.38,1
7/15/2021,A,R 2,V 7,Zinfandel,9.9,2.8,5.68,1
7/15/2021,A2,R 4,V 9,Zinfandel,15.6,2.89,5.89,1
7/15/2021,RMI,R 32,V 3,Zinfandel,11.5,2.66,6.04,1
7/15/2021,RMI,R 32,V 4,Zinfandel,10.3,2.59,7.11,1
7/24/2021,A,R 3,V 46,Aglianico,5.8,2.4,10.01,0
7/24/2021,A,R 3,V 47,Aglianico,5.9,2.4,10.17,0
7/24/2021,RMI,R 30,V 7,Aglianico,5.8,2.35,10.21,0
7/24/2021,RMI,R 30,V 8,Aglianico,5.6,2.29,10.71,0
7/24/2021,A,R 2,V 22,Barbera,9.9,2.62,9.1,0
7/24/2021,A2,R 5,V 9,Barbera,12.9,2.64,6.73,0
7/24/2021,RMI,R 24,V 1,Barbera,9.2,2.56,9.22,0
7/24/2021,RMI,R 24,V 2,Barbera,9,2.47,10.8,0
7/24/2021,A,R 2,V 47,Cab. Sauv.,10.5,2.66,7.5,0
7/24/2021,A2,R 7,V 5,Cab. Sauv.,9.9,2.62,7.4,0
7/24/2021,RMI,R 14,V 1,Cab. Sauv.,11.1,2.93,7.38,0
7/24/2021,RMI,R 14,V 2,Cab. Sauv.,11.9,2.65,6.98,0
7/24/2021,A,R 2,V 1,Carignane,9.8,2.68,7.49,0
7/24/2021,A2,R 4,V 13,Carignane,15.2,2.85,3.75,0
7/24/2021,RMI,R 17,V 9,Carignane,14.6,3.05,4.89,0
7/24/2021,RMI,R 17,V 10,Carignane,14.8,2.98,3.12,0
7/24/2021,A,R 1,V 1,Chardonnay,15.7,3.05,3.63,0
7/24/2021,A2,R 1,V 1,Chardonnay,13.6,2.94,3.8,0
7/24/2021,RMI,R 12,V 5,Chardonnay,12.2,2.76,5.13,0
7/24/2021,RMI,R 12,V 6,Chardonnay,10.9,2.81,4.83,0
7/24/2021,A,R 3,V 34,Fiano,13.1,2.64,6.24,0
7/24/2021,A,R 3,V 35,Fiano,13.3,2.67,6.34,0
7/24/2021,RMI,R 27,V 9,Fiano,12.6,2.67,6.89,0
7/24/2021,RMI,R 27,V 10,Fiano,13.2,2.72,6.29,0
7/24/2021,A,R 3,V 5,Grenache Noir,8.8,2.68,6.87,0
7/24/2021,A2,R 8,V 11,Grenache Noir,11.6,2.59,5.8,0
7/24/2021,RMI,R 33,V 7,Grenache Noir,8.5,2.65,7.31,0
7/24/2021,RMI,R 33,V 8,Grenache Noir,12.1,2.53,5.13,0
7/24/2021,A,R 2,V 41,Merlot,9.2,2.73,5.4,0
7/24/2021,A2,R 6,V 1,Merlot,15.2,3.01,3.86,0
7/24/2021,RMI,R 15,V 3,Merlot,14,2.92,3.91,0
7/24/2021,RMI,R 15,V 4,Merlot,13.7,3.06,3.63,0
7/24/2021,A,R 3,V 43,Montepulciano,5.6,2.48,8.84,0
7/24/2021,A2,R 10,V 11,Montepulciano,5.7,2.51,8.54,0
7/24/2021,RMI,R 31,V 3,Montepulciano,5.6,2.46,9.37,0
7/24/2021,RMI,R 31,V 4,Montepulciano,5.7,2.51,9.31,0
7/24/2021,A2,R 8,V 14,Mourvedre,9,2.64,10.72,0
7/24/2021,A2,R 8,V 15,Mourvedre,9.8,2.66,7.13,0
7/24/2021,RMI,R 34,V 3,Mourvedre,11.1,2.7,9.41,0
7/24/2021,RMI,R 34,V 4,Mourvedre,10.1,2.61,6.76,0
7/24/2021,A,R 3,V 50,Nebbiolo,6.8,2.44,10.24,0
7/24/2021,A2,R 10,V 5,Nebbiolo,9.1,2.55,8.51,0
7/24/2021,RMI,R 25,V 9,Nebbiolo,5.8,2.4,16.34,0
7/24/2021,RMI,R 25,V 10,Nebbiolo,7,2.39,10.64,0
7/24/2021,A,R 2,V 55,Pinot noir,9,2.74,7.17,0
7/24/2021,A2,R 7,V 11,Pinot noir,13.4,2.84,4.06,0
7/24/2021,RMI,R 13,V 7,Pinot noir,14.2,2.91,3.73,0
7/24/2021,RMI,R 13,V 8,Pinot noir,11.4,2.8,4.63,0
7/24/2021,A,R 1,V 25,Riesling,8.7,2.65,7.35,0
7/24/2021,A2,R 2,V 13,Riesling,9.5,2.59,7.29,0
7/24/2021,RMI,R 20,V 9,Riesling,9.2,2.63,7.42,0
7/24/2021,RMI,R 20,V 10,Riesling,9.9,2.6,7.6,0
7/24/2021,RMI,R 28,V 9,Sagrantino,8.8,2.54,8.91,0
7/24/2021,RMI,R 28,V 10,Sagrantino,12.2,2.54,7.38,0
7/24/2021,A,R 2,V 16,Sangiovese,14.4,2.79,4.38,0
7/24/2021,A,R 2,V 17,Sangiovese,13,2.73,4.97,0
7/24/2021,RMI,R 26,V 5,Sangiovese,13.3,2.66,4.88,0
7/24/2021,RMI,R 26,V 6,Sangiovese,13.3,2.65,5.32,0
7/24/2021,A,R 1,V 13,Sauv. blanc,18.5,2.96,4.52,0
7/24/2021,A2,R 1,V 15,Sauv. blanc,20.4,2.98,3.33,0
7/24/2021,RMI,R 16,V 1,Sauv. blanc,17.3,2.82,5.24,0
7/24/2021,RMI,R 16,V 2,Sauv. blanc,16.2,2.86,4.07,0
7/24/2021,A,R 2,V 25,Syrah,13.5,2.84,4.52,0
7/24/2021,A2,R 5,V 15,Syrah,13.7,2.81,4.89,0
7/24/2021,RMI,R 19,V 9,Syrah,13.3,2.71,4.51,0
7/24/2021,RMI,R 19,V 10,Syrah,14.5,2.79,4.53,0
7/24/2021,A,R 3,V 14,Tempranillo,19.2,3.26,2.04,0
7/24/2021,A2,R 8,V 1,Tempranillo,16.5,3.12,4.37,0
7/24/2021,RMI,R 35,V 3,Tempranillo,15.9,3,2.73,0
7/24/2021,RMI,R 35,V 4,Tempranillo,15.7,2.95,2.82,0
7/24/2021,RMI,R 37,V 7,Tinta Cao,8.1,2.71,8.28,0
7/24/2021,RMI,R 37,V 8,Tinta Cao,7.6,2.69,8.65,0
7/24/2021,RMI,R 38,V 5,Touriga Nacional,12,2.66,5.83,0
7/24/2021,RMI,R 38,V 6,Touriga Nacional,11.1,2.67,6.09,0
7/24/2021,A,R 3,V 29,Verdelho,18,2.99,3.58,0
7/24/2021,RMI,R 38,V 7,Verdelho,15.4,2.7,5.39,0
7/24/2021,A2,R 9,V 11,Vermentino,20.4,2.97,4.55,0
7/24/2021,A2,R 9,V 12,Vermentino,20,2.96,3.38,0
7/24/2021,A,R 2,V 7,Zinfandel,9.9,2.8,5.68,0
7/24/2021,A2,R 4,V 9,Zinfandel,15.6,2.89,5.89,0
7/24/2021,RMI,R 32,V 3,Zinfandel,11.5,2.66,6.04,0
7/24/2021,RMI,R 32,V 4,Zinfandel,10.3,2.59,7.11,0
8/12/2021,A,R 3,V 46,Aglianico,18.3,3,10.87319867,1
8/12/2021,A,R 3,V 47,Aglianico,19.2,3,10.43089907,1
8/12/2021,RMI,R 30,V 8 ,Aglianico,17.9,2.92,12.12638089,1
8/12/2021,A,R 2,V 22,Barbera,17.1,2.97,12.82668861,1
8/12/2021,RMI,R 24,V 2,Barbera,19.5,2.94,13.26898821,1
8/12/2021,A2,R 5,V 9,Barbera,24.9,3.25,8.77227554,1
8/12/2021,A,R 2,V 47,Cab. Sauv.,20.8,3.22,7.629668222,1
8/12/2021,A2,R 7,V 5,Cab. Sauv.,22.2,3.44,7.003077112,1
8/12/2021,RMI,R 14,V 2,Cab. Sauv.,19,3.29,7.039935413,1
8/12/2021,A,R 2,V 1,Carignane,20.4,3.22,9.288291749,1
8/12/2021,A2,R 4,V 13,Carignane,21.1,3.27,8.366834234,1
8/12/2021,RMI,R 17,V 10,Carignane,12,2.96,12.384389,1
8/12/2021,A2,R 1,V 1,Chardonnay,24.8,3.57,6.523919204,1
8/12/2021,RMI,R 12 ,V 5,Chardonnay,21.5,3.43,7.076793713,1
8/12/2021,RMI,R 12 ,V 6,Chardonnay,16.9,3.18,8.514267436,1
8/12/2021,A,R 3,V 34,Fiano,24.1,3.19,7.187368615,1
8/12/2021,A,R 3,V 35,Fiano,24.6,3.25,7.592809921,1
8/12/2021,RMI,R 27,V 9,Fiano,24.7,3.2,7.813959725,1
8/12/2021,A,R 3,V 5,Grenache Noir,21.4,3.29,6.192194499,1
8/12/2021,A2,R 8,V 11,Grenache Noir,23.5,3.25,5.725322692,1
8/12/2021,RMI,R 33,V 7,Grenache Noir,24.1,3.16,5.799039293,1
8/12/2021,A,R 2,V 41,Merlot,21.8,3.46,5.405884086,1
8/12/2021,A2,R 6,V 1,Merlot,26.3,3.85,4.570429273,1
8/12/2021,RMI,R 15,V 3,Merlot,25.3,3.54,5.086445481,1
8/12/2021,A,R 3,V 43,Montepulciano,21.5,3.07,8.73541724,1
8/12/2021,A2,R 10,V 11,Montepulciano,20.9,3.09,9.030283644,1
8/12/2021,RMI,R 31,V 3,Montepulciano,20.9,3.13,8.993425344,1
8/12/2021,A2,R 8,V 14,Mourvedre,20,3.43,5.528745088,1
8/12/2021,RMI,R 34,V 3,Mourvedre,17.3,3.22,6.118477898,1
8/12/2021,A,R 3,V 50,Nebbiolo,20,3.1,8.551125737,1
8/12/2021,A2,R 10,V 5,Nebbiolo,22.9,3.25,6.929360511,1
8/12/2021,RMI,R 25,V 9,Nebbiolo,19.5,3,9.98859946,1
8/12/2021,A,R 2,V 55,Pinot noir,21.3,3.56,3.833263261,1
8/12/2021,A2,R 7,V 11,Pinot noir,26.7,3.62,5.01272888,1
8/12/2021,RMI,R 13,V 7,Pinot noir,18.9,3.39,5.676178291,1
8/12/2021,A2,R 2,V 13,Riesling,22.2,3.27,6.523919204,1
8/12/2021,RMI,R 20,V 10,Riesling,20.8,3.31,6.523919204,1
8/12/2021,RMI,R 20,V 9,Riesling,20.8,3.31,7.003077112,1
8/12/2021,RMI,R 28,V 10,Sagrantino,24,3.18,8.624842338,1
8/12/2021,RMI,R 28,V 9,Sagrantino,22.7,3.17,8.440550835,1
8/12/2021,A,R 2,V 17,Sangiovese,21.8,3.23,7.666526523,1
8/12/2021,RMI,R 26,V 5,Sangiovese,19.6,3.08,7.740243124,1
8/12/2021,RMI,R 26,V 6,Sangiovese,22.7,3.15,7.187368615,1
8/12/2021,A,R 1,V 13,Sauv. blanc,26.8,3.63,6.339627701,1
8/12/2021,A2,R 1,V 15,Sauv. blanc,27.6,3.56,6.007902996,1
8/12/2021,RMI,R 16,V 2,Sauv. blanc,25.3,3.46,7.187368615,1
8/12/2021,A,R 2,V 25,Syrah,22.9,3.53,5.344453585,1
8/12/2021,A2,R 5,V 15,Syrah,19.4,3.47,5.418170187,1
8/12/2021,RMI,R 19,V 9,Syrah,22.3,3.28,6.450202603,1
8/12/2021,A,R 3,V 14,Tempranillo,24.1,3.79,3.636685658,1
8/12/2021,A2,R 8,V 1,Tempranillo,23.7,3.7,4.570429273,1
8/12/2021,RMI,R 35,V 4,Tempranillo,22.3,3.51,4.177274067,1
8/12/2021,RMI,R 37,V 7,Tinta Cao,22.1,3.46,6.081619597,1
8/12/2021,RMI,R 37,V 8,Tinta Cao,22.6,3.4,6.745069008,1
8/12/2021,RMI,R 38,V 5,Touriga Nacional,21.6,3.31,5.676178291,1
8/12/2021,RMI,R 38,V 6,Touriga Nacional,22.4,3.24,6.339627701,1
8/12/2021,A,R 3,V 29,Verdelho,28.4,3.52,6.044761297,1
8/12/2021,RMI,R 38,V 7,Verdelho,27.8,3.29,6.560777505,1
8/12/2021,A2,R 9,V 11,Vermentino,28.9,3.56,5.307595285,1
8/12/2021,A2,R 9,V 12,Vermentino,29,3.57,5.01272888,1
8/12/2021,A,R 2,V 7,Zinfandel,15.2,3.39,6.118477898,1
8/12/2021,RMI,R 32,V 3,Zinfandel,21.9,3.14,8.77227554,1
8/12/2021,A2,R 4,V 9,Zinfandel,25.3,3.45,6.487060904,1
9/9/2021,A,R 3,V 46,Aglianico,23.6,3.29,5.853393,1
9/9/2021,A,R 3,V 47,Aglianico,24.4,3.32,5.36561025,1
9/9/2021,RMI,R 30,V 8,Aglianico,22.6,3.19,6.453741,1
9/9/2021,A,R 2,V 22,Barbera,21.8,3.18,8.3298285,1
9/9/2021,RMI,R 24,V 2,Barbera,22.7,3.13,7.8795675,1
9/9/2021,A,R 2,V 47,Cab. Sauv.,23.4,3.51,4.2774795,1
9/9/2021,A2,R 7,V 5,Cab. Sauv.,24.4,3.62,4.23995775,1
9/9/2021,RMI,R 14,V 2,Cab. Sauv.,22.6,3.44,4.7277405,1
9/9/2021,A,R 2,V 1,Carignane,22.4,3.52,5.1780015,1
9/9/2021,A2,R 4,V 13,Carignane,23.1,3.53,4.652697,1
9/9/2021,RMI,R 17,V 10,Carignane,20.2,3.21,7.69195875,1
9/9/2021,A2,R 1,V 1,Chardonnay,28,3.77,3.78969675,1
9/9/2021,A,R 3,V 5,Grenache Noir,24.6,3.47,4.2774795,1
9/9/2021,A2,R 8,V 11,Grenache Noir,27.9,3.54,3.78969675,1
9/9/2021,RMI,R 33,V 7,Grenache Noir,27.6,3.77,4.46508825,1
9/9/2021,A,R 2,V 41,Merlot,25.3,3.37,3.18934875,1
9/9/2021,A,R 3,V 43,Montepulciano,24.7,3.39,5.2280305,1
9/9/2021,A2,R 10,V 11,Montepulciano,24.7,3.4,5.1780015,1
9/9/2021,RMI,R 31,V 3,Montepulciano,24.5,3.82,5.66578425,1
9/9/2021,A2,R 8,V 14,Mourvedre,24.4,3.8,3.301914,1
9/9/2021,RMI,R 34,V 3,Mourvedre,19.7,3.58,3.0767835,1
9/9/2021,A,R 3,V 50,Nebbiolo,24.1,3.29,6.64134975,1
9/9/2021,A2,R 10,V 5,Nebbiolo,24.8,3.55,4.50261,1
9/9/2021,RMI,R 25,V 9,Nebbiolo,23.9,3.33,5.703306,1
9/9/2021,A2,R 2,V 13,Riesling,22.5,3.36,4.54013175,1
9/9/2021,RMI,R 28,V 10,Sagrantino,28.6,3.52,5.59074075,1
9/9/2021,RMI,R 28,V 9,Sagrantino,26.5,3.44,5.4781755,1
9/9/2021,A,R 2,V 17,Sangiovese,24.3,3.48,4.39004475,1
9/9/2021,RMI,R 26,V 5,Sangiovese,23.6,3.29,5.403132,1
9/9/2021,RMI,R 26,V 6,Sangiovese,26,3.35,5.29056675,1
9/9/2021,A,R 2,V 25,Syrah,26.8,3.87,2.96421825,1
9/9/2021,A2,R 5,V 15,Syrah,22,3.75,3.151827,1
9/9/2021,RMI,R 19,V 9,Syrah,24.6,3.54,3.752175,1
9/9/2021,A,R 3,V 14,Tempranillo,25.4,3.95,2.701566,1
9/9/2021,A2,R 8,V 1,Tempranillo,26.4,4,2.81413125,1
9/9/2021,RMI,R 35,V 4,Tempranillo,25.7,3.76,2.96421825,1
9/9/2021,RMI,R 37,V 7,Tinta Cao,27.2,3.84,3.00174,1
9/9/2021,RMI,R 37,V 8,Tinta Cao,27.3,3.9,3.0767835,1
9/9/2021,RMI,R 38,V 5,Touriga Nacional,25.2,3.61,3.71465325,1
9/9/2021,RMI,R 38,V 6,Touriga Nacional,25.2,3.53,3.902262,1
9/9/2021,A,R 2,V 7,Zinfandel,21.2,3.45,5.51569725,1
9/9/2021,RMI,R 32,V 3,Zinfandel,19.4,3.33,4.202436,1
7/24/2023,RMI,R 34,V 7,Palomino,7.5,,,0
7/24/2023,A2,R 10,V 5,Nebbiolo,7.7,,,0
7/24/2023,RMI,R 34,V 8,Palomino,7.9,,,0
7/24/2023,A,R 2,V 26,Syrah,8.4,,,0
7/24/2023,A2,R 1,V 16,Sauv. blanc,8.7,,,0
